week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2023-02-25,Arizona,22-23,1.9,0.37,0.13,1.83234,0.19408484525019912,0.03262642740619902,0.08571428571428573,0.1896551724137931,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.015008203627519987,0.013844171552992146,0.08931393922632767
2023-03-04,Arizona,22-23,1.88,0.33,0.11,1.62191,0.14665659335643855,0.026101141924959218,0.07142857142857144,0.18582375478927202,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.012006562902015992,0.011536809627493455,0.08750961722175539
2023-05-27,Arizona,22-23,0.91,0.75,0.01,1.28521,0.07076868567868741,0.09461663947797716,0,0,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.04352379051980797,0,0
2022-10-22,Arizona,22-23,1.98,0.27,0.39,1.35059,0.08550450808430478,0.016313213703099513,0.27142857142857146,0.20498084291187738,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.007504101813759995,0.04383987658447513,0.09653122724461677
2022-11-19,Arizona,22-23,4.9,3.17,1.41,4.44472,0.7828821492573376,0.4893964110929853,1,0.7643678160919541,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.2251230544127998,0.16151533478490834,0.3599622399121692
2022-12-24,Arizona,22-23,3.83,4.94,0.73,4.25122,0.7392697045420276,0.7781402936378468,0.5142857142857143,0.5593869731800767,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.35794565651635174,0.08306502931795287,0.26343101266755237
2023-01-07,Arizona,22-23,2.71,1.87,0.6,2.59132,0.36514930669736145,0.2773246329526917,0.42142857142857143,0.3448275862068965,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.12756973083391993,0.06806717680221137,0.16238898041150485
2023-01-14,Arizona,22-23,1.87,0.82,0.42,1.71346,0.1672908016959043,0.10603588907014681,0.29285714285714287,0.18390804597701152,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.04877666178943996,0.04730091947272316,0.08660745621946928
2023-02-11,Arizona,22-23,1.66,0.37,0.17,1.77795,0.18182602939456236,0.03262642740619902,0.1142857142857143,0.14367816091954022,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.015008203627519987,0.018458895403989525,0.06766207517146036
2023-02-18,Arizona,22-23,1.85,0.36,0.14,1.62053,0.14634555886699604,0.030995106035889067,0.09285714285714286,0.18007662835249044,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.014257793446143988,0.01499785251574149,0.08480313421489699
2023-03-25,Arizona,22-23,1.66,0.33,0.05,1.08945,0.026646865640087586,0.026101141924959218,0.028571428571428574,0.14367816091954022,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.012006562902015992,0.004614723850997381,0.06766207517146036
2023-04-22,Arizona,22-23,1.7,0.47,0.02,1.23935,0.06043242358750336,0.04893964110929852,0.0071428571428571435,0.15134099616858238,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.022512305441279978,0.0011536809627493453,0.07127071918060492
2023-05-13,Arizona,22-23,1.23,0.7,0.02,1.25174,0.06322497237315036,0.08646003262642739,0.0071428571428571435,0.06130268199233716,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.03977173961292796,0.0011536809627493453,0.02886915207315642
2023-05-20,Arizona,22-23,1.17,0.79,0.01,1.24032,0.06065104927935791,0.10114192495921696,0,0.04980842911877393,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.046525431245311964,0,0.023456186059439586
2022-10-15,Arizona,22-23,1.56,0.17,0.3,1.28969,0.07177842083281966,0,0.20714285714285713,0.12452107279693488,0.4600014411834876,0.16151533478490834,0.4709280431933641,0,0.03345674791973101,0.05864046514859898
2022-10-29,Arizona,22-23,2,0.46,0.62,1.55061,0.130586478068575,0.04730831973898859,0.4357142857142857,0.20881226053639845,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.021761895259903984,0.07037453872771006,0.09833554924918905
